profile_id,display_label,domain,term_type,curated_umbrella,lexicon_provenance,candidate_origins,evidence_count,source_count,latest_year,declared_confidence_0_10,declared_disposition,evidence_snippets,standardization_disposition,standardized_label,concept_id,source_vocabulary,semantic_types,match_method,normalization_confidence_0_10,normalization_reason,mesh_umbrella,public_umbrella,umbrella_method
78215c93-f205-4d9e-a8f8-a873f47ed90b,Clinical Research,health,method,Clinical and Translational Research,linkedin_expertise_lexicon_v1,linkedin_skill,1,1,0,9.9,publish,Clinical Research,review,Clinical Study,C0008972,MSH,Research Activity,umls_exact,9.33,medical UMLS concept found; HBI umbrella requires review,,Clinical and Translational Research,versioned LinkedIn expertise lexicon
78215c93-f205-4d9e-a8f8-a873f47ed90b,Python,computing,tool,Artificial Intelligence and Data Science,linkedin_expertise_lexicon_v1,linkedin_experience_description_current | linkedin_skill,2,2,2026,9.9,publish,"Python (Programming Language) || JavaScript, Python (Programming Language) and +5 skills",not_attempted,,,,,,0.0,UMLS skipped for cross-domain/tool term,,Artificial Intelligence and Data Science,versioned LinkedIn expertise lexicon
78215c93-f205-4d9e-a8f8-a873f47ed90b,Prompt Engineering,unmapped,candidate,,dynamic_explicit_phrase,linkedin_skill,1,1,0,9.75,publish,Prompt Engineering,unresolved,,,,,,0.0,no sufficiently similar medical UMLS or MeSH concept,,,
78215c93-f205-4d9e-a8f8-a873f47ed90b,Artificial Intelligence,computing,method,Artificial Intelligence and Data Science,linkedin_expertise_lexicon_v1,linkedin_headline,1,1,0,9.55,publish,Co-Founder @ Society for AI Literacy | Research Associate @ Hotchkiss Brain Institute,not_attempted,,,,,,0.0,UMLS skipped for cross-domain/tool term,,Artificial Intelligence and Data Science,versioned LinkedIn expertise lexicon
78215c93-f205-4d9e-a8f8-a873f47ed90b,Clinical Neuroscience,medical,clinical_specialty,Neuroscience,linkedin_expertise_lexicon_v1,linkedin_experience_title_current,1,1,2026,9.3,publish,Technical Research Assistant - Clinical Neurosciences | University of Calgary,accepted,Neurosciences,D009488,MSH,,mesh_fallback,9.7,local MeSH fallback after broad UMLS candidate search,Neuroscience and Neural Systems,Neuroscience,versioned LinkedIn expertise lexicon
78215c93-f205-4d9e-a8f8-a873f47ed90b,Neuroscience,medical,research_area,Neuroscience,linkedin_expertise_lexicon_v1,linkedin_experience_title_current,1,1,2026,9.3,publish,Technical Research Assistant - Clinical Neurosciences | University of Calgary,accepted,Neurosciences,D009488,MSH,,mesh_fallback,9.7,local MeSH fallback after broad UMLS candidate search,Neuroscience and Neural Systems,Neuroscience,versioned LinkedIn expertise lexicon
79d2e96a-feb5-4c91-a1c4-b089333ae954,Biomedical Engineering,engineering,research_area,Biomedical Engineering,linkedin_expertise_lexicon_v1,linkedin_experience_title_current,1,1,2026,9.3,publish,Research Coordinator - Biomedical Engineering | University of Calgary,not_attempted,,,,,,0.0,UMLS skipped for cross-domain/tool term,,Biomedical Engineering,versioned LinkedIn expertise lexicon
7fedd5a7-fdd5-4e8b-b956-2783b161a1d8,Neurology,medical,research_area,Neuroscience and Neural Systems,hbi_hybrid_accepted | hbi_hybrid_accepted,linkedin_headline,1,1,0,9.55,publish,Neurology Researcher | Powerlifting Coach @ SOBC & SOAB,accepted,Neurology,D009462,MSH,,mesh_reviewed_alias,9.8,reviewed local alias plus MeSH hierarchy umbrella,Neuroscience and Neural Systems,Neuroscience and Neural Systems,versioned LinkedIn expertise lexicon
7fedd5a7-fdd5-4e8b-b956-2783b161a1d8,Disease Progression,medical,research_area,,hbi_hybrid_accepted,linkedin_publication_description,1,1,2025,6.95,publish,"This paper explores the roles of lipids—LDL, HDL, and triglycerides—in health and disease, emphasizing their contribution to atherosclerosis and cardiovascular risk. It also examines the causes, effects, and management strategies for dyslipidemia, highlighting both lifestyle interventions and pharmacological treatments used to improve lipid profiles and reduce disease progression. … more",review,Disease Progression,C0242656,MSH,Pathologic Function,umls_exact,9.6,medical UMLS concept found; HBI umbrella requires review,,,
8113edcb-7d34-4b96-ab2b-49f9e96ef448,Mental Health,medical,research_area,Mental Health and Psychiatry,linkedin_expertise_lexicon_v1,linkedin_experience_title_current | linkedin_headline | linkedin_skill,3,3,2026,9.9,publish,School Mental Health and MTSS Strategist | School Avoidance Specialist | National Presenter || Mental Health || Faculty- Napa Infant-Parent Mental Health Fellowship | UC Davis Continuing and Professional Education,accepted,Mental Health,C0025353,MSH,Mental Process,umls_exact,9.53,filtered UMLS concept with curated HBI umbrella,Mental Health,Mental Health and Psychiatry,versioned LinkedIn expertise lexicon
8113edcb-7d34-4b96-ab2b-49f9e96ef448,Psychology,health,research_area,Cognition and Behaviour,linkedin_expertise_lexicon_v1,linkedin_skill,1,1,0,9.9,publish,Psychology,review,Psychology,D011584,MSH,,mesh_fallback,10.0,local MeSH fallback after broad UMLS candidate search,,Cognition and Behaviour,versioned LinkedIn expertise lexicon
8113edcb-7d34-4b96-ab2b-49f9e96ef448,Therapeutics,medical,research_area,Pharmacology and Therapeutics,linkedin_expertise_lexicon_v1,linkedin_experience_description_recent | linkedin_experience_title_current,2,2,2026,9.9,publish,Neurosequential Model of Therapeutics Mentor | The Neurosequential Network || Certified in the Neurosequential Model of Therapeutics (2012),accepted,Therapeutics,C0087111,MSH,Therapeutic or Preventive Procedure,umls_exact,9.73,filtered UMLS concept with curated HBI umbrella,Pharmacology and Therapeutics,Pharmacology and Therapeutics,versioned LinkedIn expertise lexicon
835db8ff-2a81-4470-a51f-3a9567827e6b,Artificial Intelligence,computing,method,Artificial Intelligence and Data Science,linkedin_expertise_lexicon_v1,linkedin_experience_description_current | linkedin_headline,2,2,2026,9.9,publish,"Doctor of Philosophy (Ph.D.), Canada | Sessional Instructor I Electrical, Software, & Computer Engineer | 6G & AI Enthusiast | Alberta Innova || Alhamdulillah! 🙏 I am honored to be teaching as a Sessional Instructor for Explorations in Information Security and Privacy for Spring 2026 by the Department of Computer Science at the University of Calgary, Canada 🇨🇦. This course continues to engage a diverse cohort of undergraduate students ranging from 1st year to 5th year 🎓, exploring critical areas such as cybersecurity 🔐, ethical hacking 🧠⚔️, privacy laws ⚖️, AI-driven risks 🤖, and even the future of cryptographic security in the quantum era ⚛️ . As Albert Einstein once said, ""Education is not the learning of facts, but the training of t",not_attempted,,,,,,0.0,UMLS skipped for cross-domain/tool term,,Artificial Intelligence and Data Science,versioned LinkedIn expertise lexicon
835db8ff-2a81-4470-a51f-3a9567827e6b,Data Analysis,computing,method,Artificial Intelligence and Data Science,linkedin_expertise_lexicon_v1,linkedin_experience_description_current | linkedin_experience_title_current,5,2,2026,9.9,publish,"Alhamdulillah! 🙏 I am honoured to be teaching as the Doctoral Sessional Instructor for the TWO courses: Applied Optimization for Sustainable Design (Graduate M.Eng. Course)(2nd time) and Scalable Data Analytics (Upper-year Undergraduate Course) for the Upcoming Fall 2025 Term by the Department of Electrical and Software Engineering at the University of Calgary, Canada 🇨🇦. These courses serve a dynamic range of graduate and senior undergraduate students 🎓, and delve into the fascinating worlds of optimization for sustainable engineering—covering convex analysis, linear, integer, non-linear, and || Doctoral Sessional Instructor of Scalable Data Analytics | University of Calgary || I’m happy to share that I have been selected among 150 other applicants to teach the fundamentals of programming constructs, data structures and algorithm development, that facilitates data analytics, validation and visualization using Python and Machine Learning to first-year students in all engineering disciplines. #University_of_Calgary ❤🇨🇦😇✌ || Doctoral Teaching Assistant of Engineering Large Scale Data Analytics Systems - Fall 2023 | University of Calgary || I am blessed to share that I will be teaching this Big Scalable Data Analytics course to new M.Eng., M.Sc. and Ph.D. Students at the University of Calgary, which has several Industrial Applications. #University_Of_Calgary ✌️🇨🇦❤️",not_attempted,,,,,,0.0,UMLS skipped for cross-domain/tool term,,Artificial Intelligence and Data Science,versioned LinkedIn expertise lexicon
835db8ff-2a81-4470-a51f-3a9567827e6b,Signal Processing,engineering,method,Artificial Intelligence and Data Science,linkedin_expertise_lexicon_v1,linkedin_about | linkedin_experience_description_current | linkedin_experience_description_recent,6,3,2026,9.9,publish,"I hold a Doctor of Philosophy (Ph.D.) Degree with a 1st Class Top Ranking in Electrical and Computer Engineering from the University of Calgary, Canada. My doctoral thesis and research lie at the intersection of Artificial Intelligencedriven signal processing, data-driven optimization, and advanced wireless communications for 5G, 6G, and beyond, with a strong emphasis on energy-efficient transmission, high-mobility systems, and the integration of software optimization with reliable, energy-aware hardware implementation for embedded and sensor-based devices. My work reflects a balanced blend of || Alhamdulillah! 🙏 I am honoured to be teaching as a Sessional Instructor for the TWO upper-year Undergraduate Courses: Application-Specific Processors & Accelerators (for the Electrical and Software Engineering Department) and Explorations in Information Security and Privacy (2nd time)(for the Computer Science Department) for teaching over 250 students for the Upcoming Winter 2026 Term at the University of Calgary, Canada 🇨🇦. These courses serve a diverse and motivated cohort of senior undergraduate students 🎓 and engage deeply with two essential dimensions of modern computing systems: • Applic || Conducted full-time doctoral research focused on advanced theoretical and applied problems in wireless communications, signal processing, and data-driven optimization. - Designed and implemented mathematical models, simulations, and algorithmic frameworks for high-mobility 5G/6G communication systems. - Authored and published research in peer-reviewed IEEE journals and conferences, contributing novel methodologies and performance analyses. - Collaborated closely with faculty supervisors, research teams, and external partners on grant-funded projects and technical deliverables. - Presen",not_attempted,,,,,,0.0,UMLS skipped for cross-domain/tool term,,Artificial Intelligence and Data Science,versioned LinkedIn expertise lexicon
835db8ff-2a81-4470-a51f-3a9567827e6b,Computer Science,unmapped,candidate,,dynamic_explicit_phrase,linkedin_skill,1,1,0,9.75,publish,Computer Science,unresolved,,,,,,0.0,no sufficiently similar medical UMLS or MeSH concept,,,
835db8ff-2a81-4470-a51f-3a9567827e6b,Electrical Engineering,unmapped,candidate,,dynamic_explicit_phrase,linkedin_skill,1,1,0,9.75,publish,Electrical Engineering,review,"Assess and report electrical hazards to the responsible department (Physical Plant, Engineering Services, etc.)",C0548189,PCDS,Therapeutic or Preventive Procedure,umls_words,7.73,broad UMLS words result retained for manual review,,,
835db8ff-2a81-4470-a51f-3a9567827e6b,Neural Networks,computing,method,Artificial Intelligence and Data Science,linkedin_expertise_lexicon_v1,linkedin_publication_description | linkedin_publication_title,3,2,2025,8.65,publish,"Orthogonal frequency division multiplexing (OFDM) is a well-known modulation technique in wireless communications, due to its spectral efficiency and robustness against frequency-selective fading. Nevertheless, OFDM signals confront a significant challenge in the form of a high peak-to-average power ratio (PAPR), leading to distortion when transmitted through power amplifiers (PAs). This research introduces an artificial neural network-aided tone reservation with particle swarm optimization (ANN-TR-PSO) PAPR reduction technique to address this issue. The proposed method not only attains superi || Artificial Neural Network (ANN) based Classification of High and Low PAPR OFDM signals || In the upcoming era, 5G is expected to enhance communications in terms of high-speed data rate, low latency, and efficient power utilization. Orthogonal frequency division multiplexing (OFDM) is the modulation technique of 5G. However, OFDM suffers from a large peak-to-average power ratio (PAPR). This degrades the performance of the power amplifiers (PA). As a result, the PAPR deteriorates the overall power efficiency of the 5G system. So, it is often highly essential to find which type of OFDM signals results in high PAPR. This classification will enable PAPR reduction techniques such as Clip",not_attempted,,,,,,0.0,UMLS skipped for cross-domain/tool term,,Artificial Intelligence and Data Science,versioned LinkedIn expertise lexicon
835db8ff-2a81-4470-a51f-3a9567827e6b,Python,computing,tool,Artificial Intelligence and Data Science,linkedin_expertise_lexicon_v1,linkedin_experience_description_current | linkedin_publication_description,2,2,2026,8.6,publish,"I’m happy to share that I have been selected among 150 other applicants to teach the fundamentals of programming constructs, data structures and algorithm development, that facilitates data analytics, validation and visualization using Python and Machine Learning to first-year students in all engineering disciplines. #University_of_Calgary ❤🇨🇦😇✌ || Recently, the importance of channel coding has become prominent for next-generation 5G wireless communication networks. Channel coding is becoming an active area of research and scholars are aiming to improve their knowledge about channel coding schemes which will be playing a crucial part in high-performance 5G networks. polar codes are the class of channel coding techniques that have been standardized in 5G. Moreover, it is a fact that activity tool-based learning raises the learning efficiency and generates intrinsic motivation for learning. Therefore, the main motivation for designing this",not_attempted,,,,,,0.0,UMLS skipped for cross-domain/tool term,,Artificial Intelligence and Data Science,versioned LinkedIn expertise lexicon
835db8ff-2a81-4470-a51f-3a9567827e6b,Machine Learning,computing,method,Artificial Intelligence and Data Science,linkedin_expertise_lexicon_v1,linkedin_experience_description_current,2,1,2026,8.2,publish,"Alhamdulillah! 🙏 I am honoured to be teaching as a Sessional Instructor for the TWO upper-year Undergraduate Courses: Application-Specific Processors & Accelerators (for the Electrical and Software Engineering Department) and Explorations in Information Security and Privacy (2nd time)(for the Computer Science Department) for teaching over 250 students for the Upcoming Winter 2026 Term at the University of Calgary, Canada 🇨🇦. These courses serve a diverse and motivated cohort of senior undergraduate students 🎓 and engage deeply with two essential dimensions of modern computing systems: • Applic || I’m happy to share that I have been selected among 150 other applicants to teach the fundamentals of programming constructs, data structures and algorithm development, that facilitates data analytics, validation and visualization using Python and Machine Learning to first-year students in all engineering disciplines. #University_of_Calgary ❤🇨🇦😇✌",not_attempted,,,,,,0.0,UMLS skipped for cross-domain/tool term,,Artificial Intelligence and Data Science,versioned LinkedIn expertise lexicon
835db8ff-2a81-4470-a51f-3a9567827e6b,Medical Image Processing,engineering,method,Neuroimaging and Medical Imaging,linkedin_expertise_lexicon_v1,linkedin_experience_description_current,1,1,2026,7.95,publish,"I serve to teach Digital Communications as TA of my Advisor as part of my Master's Degree at the Faculty of Engineering, Chulalongkorn University. Digital Communications is the use of Digital Signal Processing (DSP), by computers and more specialized digital signal processors, to perform a variety of Digital Signal Processing. The Digital Signal processed in this manner are a sequence of numbers that represent sample of a continuous variable in a domain such as time, space and frequency. It has many uses in audio, speech processing, sonar, radar, sensor array, spectral density estimation, stat",not_attempted,,,,,,0.0,UMLS skipped for cross-domain/tool term,,Neuroimaging and Medical Imaging,versioned LinkedIn expertise lexicon
835db8ff-2a81-4470-a51f-3a9567827e6b,data-driven optimization,unmapped,candidate,,dynamic_explicit_phrase,linkedin_experience_description_current,1,1,2026,7.95,review,"Conducted full-time doctoral research focused on advanced theoretical and applied problems in wireless communications, signal processing, and data-driven optimization. - Designed and implemented mathematical models, simulations, and algorithmic frameworks for high-mobility 5G/6G communication systems. - Authored and published research in peer-reviewed IEEE journals and conferences, contributing novel methodologies and performance analyses. - Collaborated closely with faculty supervisors, research teams, and external partners on grant-funded projects and technical deliverables. - Presented rese",not_attempted,,,,,,0.0,Candidate held below declaration threshold,,,
83b39db3-81d5-4826-a845-78dd04233ffe,Biological Sciences,science,research_area,Physiology and Systems Biology,linkedin_expertise_lexicon_v1,linkedin_headline,1,1,0,9.55,publish,Master of Management Student Class of 2026 | Bachelor of Biological Sciences,review,Biological Science Disciplines,D001690,MSH,,mesh_fallback,9.0,local MeSH fallback after broad UMLS candidate search,,Physiology and Systems Biology,versioned LinkedIn expertise lexicon
87d34558-e6f5-49d9-a78f-32e3e073159d,Dementia,medical,research_area,Neurological and Neurodegenerative Disorders,linkedin_expertise_lexicon_v1,linkedin_about | linkedin_about_explicit | linkedin_publication_title,7,3,2025,9.9,publish,"I graduated with the Governor General's Silver medal from my honours degree in Neuroscience from the University of Calgary and am an MD student at the University of British Columbia. I am passionate about health advocacy and reducing the barriers to healthcare. I am a strong advocate for the destigmatization of mental health and providing mental health resources, particularly to marginalized communities. I am also interested in dementia care and geriatric medicine. As such, I have been conducting research on dementia markers at the University of Calgary and have contributed several first-autho || The cross-sectional associations between enlarged perivascular spaces and mild behavioral impairment in dementia-free older adults || Early life factors and dementia risk: A study of adverse childhood experiences and later-life cognition and behaviour || The mind and motion: exploring the interplay between physical activity and Mild Behavioral Impairment in dementia-free older adults || Longitudinal Associations Between Mild Behavioral Impairment, Sleep Disturbance, and Progression to Dementia || The effect of study partner characteristics on the reporting of neuropsychiatric symptoms in older adults with and without dementia",accepted,Dementia,C0497327,MSH,Mental or Behavioral Dysfunction,umls_exact,10.0,filtered UMLS concept with curated HBI umbrella,Neurological Disorders,Neurological and Neurodegenerative Disorders,versioned LinkedIn expertise lexicon
87d34558-e6f5-49d9-a78f-32e3e073159d,Mental Health,medical,research_area,Mental Health and Psychiatry,linkedin_expertise_lexicon_v1,linkedin_about | linkedin_experience_title_current,2,2,2026,9.9,publish,"I graduated with the Governor General's Silver medal from my honours degree in Neuroscience from the University of Calgary and am an MD student at the University of British Columbia. I am passionate about health advocacy and reducing the barriers to healthcare. I am a strong advocate for the destigmatization of mental health and providing mental health resources, particularly to marginalized communities. I am also interested in dementia care and geriatric medicine. As such, I have been conducting research on dementia markers at the University of Calgary and have contributed several first-autho || Mental Health Researcher | Mental Health for South Asia",accepted,Mental Health,C0025353,MSH,Mental Process,umls_exact,9.53,filtered UMLS concept with curated HBI umbrella,Mental Health,Mental Health and Psychiatry,versioned LinkedIn expertise lexicon
87d34558-e6f5-49d9-a78f-32e3e073159d,Neuroscience,medical,research_area,Neuroscience,linkedin_expertise_lexicon_v1,linkedin_about | linkedin_headline,2,2,0,9.9,publish,"Governor Generals Silver + Bronze Medal Recipient | MD Student, UBC | BSc Neuroscience (Honors || I graduated with the Governor General's Silver medal from my honours degree in Neuroscience from the University of Calgary and am an MD student at the University of British Columbia. I am passionate about health advocacy and reducing the barriers to healthcare. I am a strong advocate for the destigmatization of mental health and providing mental health resources, particularly to marginalized communities. I am also interested in dementia care and geriatric medicine. As such, I have been conducting research on dementia markers at the University of Calgary and have contributed several first-autho",accepted,Neurosciences,D009488,MSH,,mesh_fallback,9.7,local MeSH fallback after broad UMLS candidate search,Neuroscience and Neural Systems,Neuroscience,versioned LinkedIn expertise lexicon
87d34558-e6f5-49d9-a78f-32e3e073159d,Adverse Childhood Experiences,medical,research_area,,hbi_hybrid_accepted,linkedin_publication_title,1,1,2025,7.75,publish,Early life factors and dementia risk: A study of adverse childhood experiences and later-life cognition and behaviour,review,Adverse Childhood Experiences,C4296616,MSH,Finding,umls_exact,9.33,medical UMLS concept found; HBI umbrella requires review,,,
87d34558-e6f5-49d9-a78f-32e3e073159d,Cognition,medical,research_area,Cognition and Behaviour,linkedin_expertise_lexicon_v1,linkedin_publication_title,1,1,2025,7.75,publish,Early life factors and dementia risk: A study of adverse childhood experiences and later-life cognition and behaviour,accepted,Cognition,C0009240,MSH,Mental Process,umls_exact,9.53,filtered UMLS concept with curated HBI umbrella,Cognitive and Behavioural Neuroscience,Cognition and Behaviour,versioned LinkedIn expertise lexicon
8be8ad99-b886-468d-9896-5bc9b32d2f71,Clinical Research,health,method,Clinical and Translational Research,linkedin_expertise_lexicon_v1,linkedin_about,1,1,0,8.55,publish,"* Eight years of neurophysiology research experience in academia that included studying ion channels in in-vitro brain experiments and thereby relating ion-channel functioning to animal physiology and behavior. * More than ten years of pre-clinical drug discovery research experience in a multinational pharmaceutical R&D that included planning and execution of screen designing, hit identification and hit to lead optimization in a variety of drug discovery projects. * Education background in neuroscience (PhD), pharmacy (UG), clinical research (PG). * Demonstrated expertise in quality management",review,Clinical Study,C0008972,MSH,Research Activity,umls_exact,9.33,medical UMLS concept found; HBI umbrella requires review,,Clinical and Translational Research,versioned LinkedIn expertise lexicon
8be8ad99-b886-468d-9896-5bc9b32d2f71,Drug Discovery,medical,research_area,,hbi_hybrid_accepted | hbi_hybrid_accepted,linkedin_about,1,1,0,8.55,publish,"* Eight years of neurophysiology research experience in academia that included studying ion channels in in-vitro brain experiments and thereby relating ion-channel functioning to animal physiology and behavior. * More than ten years of pre-clinical drug discovery research experience in a multinational pharmaceutical R&D that included planning and execution of screen designing, hit identification and hit to lead optimization in a variety of drug discovery projects. * Education background in neuroscience (PhD), pharmacy (UG), clinical research (PG). * Demonstrated expertise in quality management",review,Drug Discovery,C0920472,MSH,Research Activity,umls_exact,9.5,medical UMLS concept found; HBI umbrella requires review,,,
8be8ad99-b886-468d-9896-5bc9b32d2f71,Neurophysiology,medical,research_area,Neuroscience and Neural Systems,hbi_hybrid_accepted | hbi_hybrid_accepted,linkedin_about,1,1,0,8.55,publish,"* Eight years of neurophysiology research experience in academia that included studying ion channels in in-vitro brain experiments and thereby relating ion-channel functioning to animal physiology and behavior. * More than ten years of pre-clinical drug discovery research experience in a multinational pharmaceutical R&D that included planning and execution of screen designing, hit identification and hit to lead optimization in a variety of drug discovery projects. * Education background in neuroscience (PhD), pharmacy (UG), clinical research (PG). * Demonstrated expertise in quality management",accepted,Neurophysiology,D009482,MSH,,mesh_reviewed_alias,9.9,reviewed local alias plus MeSH hierarchy umbrella,Neuroscience and Neural Systems,Neuroscience and Neural Systems,versioned LinkedIn expertise lexicon
8be8ad99-b886-468d-9896-5bc9b32d2f71,Neuroscience,medical,research_area,Neuroscience,linkedin_expertise_lexicon_v1,linkedin_about,1,1,0,8.55,publish,"* Eight years of neurophysiology research experience in academia that included studying ion channels in in-vitro brain experiments and thereby relating ion-channel functioning to animal physiology and behavior. * More than ten years of pre-clinical drug discovery research experience in a multinational pharmaceutical R&D that included planning and execution of screen designing, hit identification and hit to lead optimization in a variety of drug discovery projects. * Education background in neuroscience (PhD), pharmacy (UG), clinical research (PG). * Demonstrated expertise in quality management",accepted,Neurosciences,D009488,MSH,,mesh_fallback,9.7,local MeSH fallback after broad UMLS candidate search,Neuroscience and Neural Systems,Neuroscience,versioned LinkedIn expertise lexicon
8be8ad99-b886-468d-9896-5bc9b32d2f71,Physiology,medical,research_area,Physiology and Systems Biology,linkedin_expertise_lexicon_v1,linkedin_about,1,1,0,8.55,publish,"* Eight years of neurophysiology research experience in academia that included studying ion channels in in-vitro brain experiments and thereby relating ion-channel functioning to animal physiology and behavior. * More than ten years of pre-clinical drug discovery research experience in a multinational pharmaceutical R&D that included planning and execution of screen designing, hit identification and hit to lead optimization in a variety of drug discovery projects. * Education background in neuroscience (PhD), pharmacy (UG), clinical research (PG). * Demonstrated expertise in quality management",review,PH,C0031843,MSH,Physiologic Function,umls_exact,9.23,filtered UMLS concept with curated HBI umbrella; retained for review because the UMLS label loses specificity from the supported LinkedIn term,Physiology and Systems Biology,Physiology and Systems Biology,versioned LinkedIn expertise lexicon
8be8ad99-b886-468d-9896-5bc9b32d2f71,Molecular Biology,medical,research_area,Genetics and Genomics,hbi_hybrid_accepted | hbi_hybrid_accepted | hbi_hybrid_accepted | hbi_hybrid_accepted | hbi_hybrid_accepted | hbi_hybrid_accepted | hbi_hybrid_accepted | hbi_hybrid_accepted,linkedin_experience_description_current,1,1,2026,7.95,publish,"Objective: Genotypic profiling of knockout mice Key deliverables: Design, perform and anlayse molecular biology experiments to ensure proper breeding of knockout mice Major technique used: PCR, Western Blot",accepted,Molecular Biology,D008967,MSH,,mesh_fallback,10.0,local MeSH fallback after broad UMLS candidate search,Cellular and Molecular Neuroscience,Genetics and Genomics,versioned LinkedIn expertise lexicon
92b379c6-3c0a-4620-a98b-6b023aa0806f,Neuroscience,medical,research_area,Neuroscience,linkedin_expertise_lexicon_v1,linkedin_about | linkedin_experience_title_recent | linkedin_headline,3,3,2022,9.9,publish,"Pharmacologist | Neuroscientist | CIHR Doctoral Scholar || I am a Doctoral Researcher in the field of Neuroscience at the Hotchkiss Brain Institute, with nearly a decade of experience in Behavioural Neuroscience and Neuropsychopharmacology. I hold both a BSc. and MSc. in Biomedical Science (Neuroscience Specialization) with broader training in addiction, stress, and mood-related disorders. My work spans both preclinical and clinical research, focusing on the neural mechanisms that shape eating behaviours. I currently study how diet induces alterations in brain circuitry that influences decision-making leading to the persistence of maladaptive habits,  || Neuroscience Researcher | Ontario Veterinary College, University of Guelph",accepted,Neurosciences,D009488,MSH,,mesh_fallback,9.7,local MeSH fallback after broad UMLS candidate search,Neuroscience and Neural Systems,Neuroscience,versioned LinkedIn expertise lexicon
92b379c6-3c0a-4620-a98b-6b023aa0806f,Pharmacology,medical,research_area,Pharmacology and Therapeutics,linkedin_expertise_lexicon_v1,linkedin_experience_title_recent | linkedin_headline,2,2,2021,9.9,publish,Pharmacologist | Neuroscientist | CIHR Doctoral Scholar || Pharmacology Graduate Teaching Assistant | University of Guelph,review,Network Pharmacology,C5544472,MSH,Research Activity,umls_words,8.21,broad UMLS words result retained for manual review,,Pharmacology and Therapeutics,versioned LinkedIn expertise lexicon
92b379c6-3c0a-4620-a98b-6b023aa0806f,Addiction,medical,research_area,Mental Health and Psychiatry,linkedin_expertise_lexicon_v1,linkedin_about,1,1,0,8.55,publish,"I am a Doctoral Researcher in the field of Neuroscience at the Hotchkiss Brain Institute, with nearly a decade of experience in Behavioural Neuroscience and Neuropsychopharmacology. I hold both a BSc. and MSc. in Biomedical Science (Neuroscience Specialization) with broader training in addiction, stress, and mood-related disorders. My work spans both preclinical and clinical research, focusing on the neural mechanisms that shape eating behaviours. I currently study how diet induces alterations in brain circuitry that influences decision-making leading to the persistence of maladaptive habits, ",accepted,"Behavior, Addictive",C0085281,MSH,Mental or Behavioral Dysfunction,umls_exact,9.73,filtered UMLS concept with curated HBI umbrella,Mental Health,Mental Health and Psychiatry,versioned LinkedIn expertise lexicon
92b379c6-3c0a-4620-a98b-6b023aa0806f,Astrocytes,medical,research_area,Neuroscience,linkedin_expertise_lexicon_v1,linkedin_about,1,1,0,8.55,publish,"I am a Doctoral Researcher in the field of Neuroscience at the Hotchkiss Brain Institute, with nearly a decade of experience in Behavioural Neuroscience and Neuropsychopharmacology. I hold both a BSc. and MSc. in Biomedical Science (Neuroscience Specialization) with broader training in addiction, stress, and mood-related disorders. My work spans both preclinical and clinical research, focusing on the neural mechanisms that shape eating behaviours. I currently study how diet induces alterations in brain circuitry that influences decision-making leading to the persistence of maladaptive habits, ",review,Astrocytes,C0004112,MSH,Cell,umls_exact,9.83,medical UMLS concept found; HBI umbrella requires review,,Neuroscience,versioned LinkedIn expertise lexicon
92b379c6-3c0a-4620-a98b-6b023aa0806f,Behavioural Neuroscience,medical,research_area,Neuroscience,linkedin_expertise_lexicon_v1,linkedin_about,1,1,0,8.55,publish,"I am a Doctoral Researcher in the field of Neuroscience at the Hotchkiss Brain Institute, with nearly a decade of experience in Behavioural Neuroscience and Neuropsychopharmacology. I hold both a BSc. and MSc. in Biomedical Science (Neuroscience Specialization) with broader training in addiction, stress, and mood-related disorders. My work spans both preclinical and clinical research, focusing on the neural mechanisms that shape eating behaviours. I currently study how diet induces alterations in brain circuitry that influences decision-making leading to the persistence of maladaptive habits, ",accepted,Neurosciences,D009488,MSH,,mesh_fallback,9.7,local MeSH fallback after broad UMLS candidate search,Neuroscience and Neural Systems,Neuroscience,versioned LinkedIn expertise lexicon
92b379c6-3c0a-4620-a98b-6b023aa0806f,Brain Circuitry,medical,research_area,Neuroscience,linkedin_expertise_lexicon_v1,linkedin_about,1,1,0,8.55,publish,"I am a Doctoral Researcher in the field of Neuroscience at the Hotchkiss Brain Institute, with nearly a decade of experience in Behavioural Neuroscience and Neuropsychopharmacology. I hold both a BSc. and MSc. in Biomedical Science (Neuroscience Specialization) with broader training in addiction, stress, and mood-related disorders. My work spans both preclinical and clinical research, focusing on the neural mechanisms that shape eating behaviours. I currently study how diet induces alterations in brain circuitry that influences decision-making leading to the persistence of maladaptive habits, ",unresolved,,,,,,0.0,no sufficiently similar medical UMLS or MeSH concept,,Neuroscience,versioned LinkedIn expertise lexicon
