profile,profile_id,original,raw_normalized,research_area_normalized,matched_candidate_terms,matched_sources,matched_cuis,has_umls_match,final_output,final_output_simplified,final_output_simplified_cleaned,source_weight,tag_weight,research_tag_publishable
Barry Sanders,3d67002f-ea42-477e-9764-d79d06acc9be,Quantum-assisted support vector regression,quantum-assisted support vector regression,,,,,no,quantum-assisted support vector regression,Quantum-assisted support vector regression,Quantum Assisted Support Vector Regression,0.9,0.9,
Barry Sanders,3d67002f-ea42-477e-9764-d79d06acc9be,"A popular machine-learning model for regression tasks, including stock-market prediction, weather forecasting and real-estate pricing, is the classical support vector regression (SVR). However, a practically realisable quantum SVR remains to be formulated. We devise annealing-based algorithms, namely simulated and quantum-classical hybrid, for training two SVR models and compare their empirical performances against the SVR implementation of Python’s scikit-learn package for facial-landmark detection (FLD), a particular use case for SVR. Our method is to derive a quadratic-unconstrained-binary formulation for the optimisation problem used for training a SVR model and solve this problem using annealing. Using D-Wave’s hybrid solver, we construct a quantum-assisted SVR model, thereby demonstrating a slight advantage over classical models regarding FLD accuracy. Furthermore, we observe that annealing-based SVR models predict landmarks with lower variances compared to the SVR models trained by gradient-based methods. Our work is a proof-of-concept example for applying quantum-assisted SVR to a supervised-learning task with a small training dataset. … more",a popular machine-learning model for regression tasks including stock-market prediction weather forecasting and real-estate pricing is the classical support vector regression svr however a practically realisable quantum svr remains to be formulated we devise annealing-based algorithms namely simulated and quantum-classical hybrid for training two svr models and compare their empirical performances against the svr implementation of python s scikit-learn package for facial-landmark detection fld a particular use case for svr our method is to derive a quadratic-unconstrained-binary formulation for the optimisation problem used for training a svr model and solve this problem using annealing using d-wave s hybrid solver we construct a quantum-assisted svr model thereby demonstrating a slight advantage over classical models regarding fld accuracy furthermore we observe that annealing-based svr models predict landmarks with lower variances compared to the svr models trained by gradient-based methods our work is a proof-of-concept example for applying quantum-assisted svr to a supervised-learning task with a small training dataset more,,,,,no,a popular machine-learning model for regression tasks including stock-market prediction weather forecasting and real-estate pricing is the classical support vector regression svr however a practically realisable quantum svr remains to be formulated we devise annealing-based algorithms namely simulated and quantum-classical hybrid for training two svr models and compare their empirical performances against the svr implementation of python s scikit-learn package for facial-landmark detection fld a particular use case for svr our method is to derive a quadratic-unconstrained-binary formulation for the optimisation problem used for training a svr model and solve this problem using annealing using d-wave s hybrid solver we construct a quantum-assisted svr model thereby demonstrating a slight advantage over classical models regarding fld accuracy furthermore we observe that annealing-based svr models predict landmarks with lower variances compared to the svr models trained by gradient-based methods our work is a proof-of-concept example for applying quantum-assisted svr to a supervised-learning task with a small training dataset more,"A popular machine-learning model for regression tasks, including stock-market prediction, weather forecasting and real-estate pricing, is the classical support vector regression (SVR). However, a practically realisable quantum SVR remains to be formulated. We devise annealing-based algorithms, namely simulated and quantum-classical hybrid, for training two SVR models and compare their empirical performances against the SVR implementation of Python’s scikit-learn package for facial-landmark detection (FLD), a particular use case for SVR. Our method is to derive a quadratic-unconstrained-binary formulation for the optimisation problem used for training a SVR model and solve this problem using annealing. Using D-Wave’s hybrid solver, we construct a quantum-assisted SVR model, thereby demonstrating a slight advantage over classical models regarding FLD accuracy. Furthermore, we observe that annealing-based SVR models predict landmarks with lower variances compared to the SVR models trained by gradient-based methods. Our work is a proof-of-concept example for applying quantum-assisted SVR to a supervised-learning task with a small training dataset. … more",Popular Machine Learning Model For Regression Tasks Including Stock Market Prediction Weather Forecasting And Real Estate Pricing Is The Classical Support Vector Regression SVR However A Practically Realisable Quantum SVR Remains To Be Formulated We Devise Annealing Based Algorithms Namely Simulated And Quantum Classical Hybrid For Training Two SVR Models And Compare Their Empirical Performances Against The SVR Implementation Of Python S Scikit Learn Package For Facial Landmark Detection FLD A Particular Use Case For SVR Our Method Is To Derive A Quadratic Unconstrained Binary Formulation For The Optimisation Problem Used For Training A SVR Model And Solve This Problem Using Annealing Using D Wave S Hybrid Solver We Construct A Quantum Assisted SVR Model Thereby Demonstrating A Slight Advantage Over Classical Models Regarding FLD Accuracy Furthermore We Observe That Annealing Based SVR Models Predict Landmarks With Lower Variances Compared To The SVR Models Trained By Gradient Based Methods Our Work Is A Proof Of Concept Example For Applying Quantum Assisted SVR To A Supervised Learning Task With A Small Training Dataset,0.9,0.9,
Barry Sanders,3d67002f-ea42-477e-9764-d79d06acc9be,Bimodality in E. coli gene expression: Sources and robustness to genome-wide stresses,bimodality in e coli gene expression sources and robustness to genome-wide stresses,,e coli gene,,,no,bimodality in e coli gene expression sources and robustness to genome-wide stresses,Bimodality in E. coli gene expression: Sources and robustness to genome-wide stresses,Bimodality In E Coli Gene Expression Sources And Robustness To Genome Wide Stresses,0.9,0.9,
Barry Sanders,3d67002f-ea42-477e-9764-d79d06acc9be,"Bacteria evolved genes whose single-cell distributions of expression levels are broad, or even bimodal. Evidence suggests that they might enhance phenotypic diversity for coping with fluctuating environments. We identified seven genes in E. coli with bimodal (low and high) single-cell expression levels under standard growth conditions and studied how their dynamics are modified by environmental and antibiotic stresses known to target gene expression. We found that all genes lose bimodality under some, but not under all, stresses. Also, bimodality can reemerge upon cells returning to standard conditions, which suggests that the genes can switch often between high and low expression rates. As such, these genes could become valuable components of future multi-stable synthetic circuits. Next, we proposed models of bimodal transcription dynamics with realistic parameter values, able to mimic the outcome of the perturbations studied. We explored several models’ tunability and boundaries of parameter values, beyond which it shifts to unimodal dynamics. From the model results, we predict that bimodality is robust, and yet tunable, not only by RNA and protein degradation rates, but also by the fraction of time that promoters remain unavailable for new transcription events. Finally, we show evidence that, although the empirical expression levels are influenced by many factors, the bimodality emerges during transcription initiation, at the promoter regions and, thus, may be evolvable and adaptable. … more",bacteria evolved genes whose single-cell distributions of expression levels are broad or even bimodal evidence suggests that they might enhance phenotypic diversity for coping with fluctuating environments we identified seven genes in e coli with bimodal low and high single-cell expression levels under standard growth conditions and studied how their dynamics are modified by environmental and antibiotic stresses known to target gene expression we found that all genes lose bimodality under some but not under all stresses also bimodality can reemerge upon cells returning to standard conditions which suggests that the genes can switch often between high and low expression rates as such these genes could become valuable components of future multi-stable synthetic circuits next we proposed models of bimodal transcription dynamics with realistic parameter values able to mimic the outcome of the perturbations studied we explored several models tunability and boundaries of parameter values beyond which it shifts to unimodal dynamics from the model results we predict that bimodality is robust and yet tunable not only by rna and protein degradation rates but also by the fraction of time that promoters remain unavailable for new transcription events finally we show evidence that although the empirical expression levels are influenced by many factors the bimodality emerges during transcription initiation at the promoter regions and thus may be evolvable and adaptable more,,,,,no,bacteria evolved genes whose single-cell distributions of expression levels are broad or even bimodal evidence suggests that they might enhance phenotypic diversity for coping with fluctuating environments we identified seven genes in e coli with bimodal low and high single-cell expression levels under standard growth conditions and studied how their dynamics are modified by environmental and antibiotic stresses known to target gene expression we found that all genes lose bimodality under some but not under all stresses also bimodality can reemerge upon cells returning to standard conditions which suggests that the genes can switch often between high and low expression rates as such these genes could become valuable components of future multi-stable synthetic circuits next we proposed models of bimodal transcription dynamics with realistic parameter values able to mimic the outcome of the perturbations studied we explored several models tunability and boundaries of parameter values beyond which it shifts to unimodal dynamics from the model results we predict that bimodality is robust and yet tunable not only by rna and protein degradation rates but also by the fraction of time that promoters remain unavailable for new transcription events finally we show evidence that although the empirical expression levels are influenced by many factors the bimodality emerges during transcription initiation at the promoter regions and thus may be evolvable and adaptable more,"Bacteria evolved genes whose single-cell distributions of expression levels are broad, or even bimodal. Evidence suggests that they might enhance phenotypic diversity for coping with fluctuating environments. We identified seven genes in E. coli with bimodal (low and high) single-cell expression levels under standard growth conditions and studied how their dynamics are modified by environmental and antibiotic stresses known to target gene expression. We found that all genes lose bimodality under some, but not under all, stresses. Also, bimodality can reemerge upon cells returning to standard conditions, which suggests that the genes can switch often between high and low expression rates. As such, these genes could become valuable components of future multi-stable synthetic circuits. Next, we proposed models of bimodal transcription dynamics with realistic parameter values, able to mimic the outcome of the perturbations studied. We explored several models’ tunability and boundaries of parameter values, beyond which it shifts to unimodal dynamics. From the model results, we predict that bimodality is robust, and yet tunable, not only by RNA and protein degradation rates, but also by the fraction of time that promoters remain unavailable for new transcription events. Finally, we show evidence that, although the empirical expression levels are influenced by many factors, the bimodality emerges during transcription initiation, at the promoter regions and, thus, may be evolvable and adaptable. … more",Bacteria Evolved Genes Whose Single Cell Distributions Of Expression Levels Are Broad Or Even Bimodal Evidence Suggests That They Might Enhance Phenotypic Diversity For Coping With Fluctuating Environments We Identified Seven Genes In E Coli With Bimodal Low And High Single Cell Expression Levels Under Standard Growth Conditions And Studied How Their Dynamics Are Modified By Environmental And Antibiotic Stresses Known To Target Gene Expression We Found That All Genes Lose Bimodality Under Some But Not Under All Stresses Also Bimodality Can Reemerge Upon Cells Returning To Standard Conditions Which Suggests That The Genes Can Switch Often Between High And Low Expression Rates As Such These Genes Could Become Valuable Components Of Future Multi Stable Synthetic Circuits Next We Proposed Models Of Bimodal Transcription Dynamics With Realistic Parameter Values Able To Mimic The Outcome Of The Perturbations Studied We Explored Several Models Tunability And Boundaries Of Parameter Values Beyond Which It Shifts To Unimodal Dynamics From The Model Results We Predict That Bimodality Is Robust And Yet Tunable Not Only By RNA And Protein Degradation Rates But Also By The Fraction Of Time That Promoters Remain Unavailable For New Transcription Events Finally We Show Evidence That Although The Empirical Expression Levels Are Influenced By Many Factors The Bimodality Emerges During Transcription Initiation At The Promoter Regions And Thus May Be Evolvable And Adaptable,0.9,0.9,
Barry Sanders,3d67002f-ea42-477e-9764-d79d06acc9be,The success and failure of quantum computing start-ups,the success and failure of quantum computing start-ups,,,,,no,the success and failure of quantum computing start-ups,The success and failure of quantum computing start-ups,Success And Failure Of Quantum Computing Start Ups,0.9,0.9,
Barry Sanders,3d67002f-ea42-477e-9764-d79d06acc9be,"The potential value of quantum computing remains uncertain, which creates substantial risks for any quantum computing start-up. But the successes and failures seen so far in the quantum innovation ecosystem hold lessons for the field. … more",the potential value of quantum computing remains uncertain which creates substantial risks for any quantum computing start-up but the successes and failures seen so far in the quantum innovation ecosystem hold lessons for the field more,,,,,no,the potential value of quantum computing remains uncertain which creates substantial risks for any quantum computing start-up but the successes and failures seen so far in the quantum innovation ecosystem hold lessons for the field more,"The potential value of quantum computing remains uncertain, which creates substantial risks for any quantum computing start-up. But the successes and failures seen so far in the quantum innovation ecosystem hold lessons for the field. … more",Potential Value Of Quantum Computing Remains Uncertain Which Creates Substantial Risks For Any Quantum Computing Start Up But The Successes And Failures Seen So Far In The Quantum Innovation Ecosystem Hold Lessons For The Field,0.9,0.9,
Barry Sanders,3d67002f-ea42-477e-9764-d79d06acc9be,Nonadiabatic quantum optimization for crossing quantum phase transitions,nonadiabatic quantum optimization for crossing quantum phase transitions,,,,,no,nonadiabatic quantum optimization for crossing quantum phase transitions,Nonadiabatic quantum optimization for crossing quantum phase transitions,Nonadiabatic Quantum Optimization For Crossing Quantum Phase Transitions,0.9,0.9,
Barry Sanders,3d67002f-ea42-477e-9764-d79d06acc9be,"We consider the optimal driving of the ground state of a many-body quantum system across a quantum phase transition in finite time. In this context, excitations caused by the breakdown of adiabaticity can be minimized by adjusting the schedule of the control parameter that drives the transition. Drawing inspiration from the Kibble-Zurek mechanism, we characterize the timescale of onset of adiabaticity for several optimal control procedures. Our analysis reveals that schedules relying on local adiabaticity, such as Roland-Cerf's local adiabatic driving and the quantum adiabatic brachistochrone, fail to provide a significant speedup over the adiabatic evolution in the transverse-field Ising and long-range Kitaev models. As an alternative, we introduce a framework, nonadiabatic quantum optimization (NAQO), that, by exploiting the Landau-Zener formula and taking into account the role of higher-excited states, outperforms schedules obtained via both local adiabaticity and state-of-the-art numerical optimization. NAQO is not restricted to exactly solvable models, and we further confirm its superior performance in a disordered nonintegrable model. … more",we consider the optimal driving of the ground state of a many-body quantum system across a quantum phase transition in finite time in this context excitations caused by the breakdown of adiabaticity can be minimized by adjusting the schedule of the control parameter that drives the transition drawing inspiration from the kibble-zurek mechanism we characterize the timescale of onset of adiabaticity for several optimal control procedures our analysis reveals that schedules relying on local adiabaticity such as roland-cerf s local adiabatic driving and the quantum adiabatic brachistochrone fail to provide a significant speedup over the adiabatic evolution in the transverse-field ising and long-range kitaev models as an alternative we introduce a framework nonadiabatic quantum optimization naqo that by exploiting the landau-zener formula and taking into account the role of higher-excited states outperforms schedules obtained via both local adiabaticity and state-of-the-art numerical optimization naqo is not restricted to exactly solvable models and we further confirm its superior performance in a disordered nonintegrable model more,,,,,no,we consider the optimal driving of the ground state of a many-body quantum system across a quantum phase transition in finite time in this context excitations caused by the breakdown of adiabaticity can be minimized by adjusting the schedule of the control parameter that drives the transition drawing inspiration from the kibble-zurek mechanism we characterize the timescale of onset of adiabaticity for several optimal control procedures our analysis reveals that schedules relying on local adiabaticity such as roland-cerf s local adiabatic driving and the quantum adiabatic brachistochrone fail to provide a significant speedup over the adiabatic evolution in the transverse-field ising and long-range kitaev models as an alternative we introduce a framework nonadiabatic quantum optimization naqo that by exploiting the landau-zener formula and taking into account the role of higher-excited states outperforms schedules obtained via both local adiabaticity and state-of-the-art numerical optimization naqo is not restricted to exactly solvable models and we further confirm its superior performance in a disordered nonintegrable model more,"We consider the optimal driving of the ground state of a many-body quantum system across a quantum phase transition in finite time. In this context, excitations caused by the breakdown of adiabaticity can be minimized by adjusting the schedule of the control parameter that drives the transition. Drawing inspiration from the Kibble-Zurek mechanism, we characterize the timescale of onset of adiabaticity for several optimal control procedures. Our analysis reveals that schedules relying on local adiabaticity, such as Roland-Cerf's local adiabatic driving and the quantum adiabatic brachistochrone, fail to provide a significant speedup over the adiabatic evolution in the transverse-field Ising and long-range Kitaev models. As an alternative, we introduce a framework, nonadiabatic quantum optimization (NAQO), that, by exploiting the Landau-Zener formula and taking into account the role of higher-excited states, outperforms schedules obtained via both local adiabaticity and state-of-the-art numerical optimization. NAQO is not restricted to exactly solvable models, and we further confirm its superior performance in a disordered nonintegrable model. … more",Consider The Optimal Driving Of The Ground State Of A Many Body Quantum System Across A Quantum Phase Transition In Finite Time In This Context Excitations Caused By The Breakdown Of Adiabaticity Can Be Minimized By Adjusting The Schedule Of The Control Parameter That Drives The Transition Drawing Inspiration From The Kibble Zurek Mechanism We Characterize The Timescale Of Onset Of Adiabaticity For Several Optimal Control Procedures Our Analysis Reveals That Schedules Relying On Local Adiabaticity Such As Roland Cerf S Local Adiabatic Driving And The Quantum Adiabatic Brachistochrone Fail To Provide A Significant Speedup Over The Adiabatic Evolution In The Transverse Field Ising And Long Range Kitaev Models As An Alternative We Introduce A Framework Nonadiabatic Quantum Optimization NAQO That By Exploiting The Landau Zener Formula And Taking Into Account The Role Of Higher Excited States Outperforms Schedules Obtained Via Both Local Adiabaticity And State Of The Art Numerical Optimization NAQO Is Not Restricted To Exactly Solvable Models And We Further Confirm Its Superior Performance In A Disordered Nonintegrable Model,0.9,0.9,
Barry Sanders,3d67002f-ea42-477e-9764-d79d06acc9be,Schrödinger cat states of a nuclear spin qudit in silicon,schr dinger cat states of a nuclear spin qudit in silicon,,,,,no,schr dinger cat states of a nuclear spin qudit in silicon,Schrödinger cat states of a nuclear spin qudit in silicon,Schr Dinger Cat States Of A Nuclear Spin Qudit In Silicon,0.9,0.9,
Barry Sanders,3d67002f-ea42-477e-9764-d79d06acc9be,"High-dimensional quantum systems are a valuable resource for quantum information processing. They can be used to encode error-correctable logical qubits, which has been demonstrated using continuous-variable states in microwave cavities or the motional modes of trapped ions. For example, high-dimensional systems can be used to realize ‘Schrödinger cat’ states, which are superpositions of widely displaced coherent states that can be used to illustrate quantum effects at large scales. Recent proposals have suggested encoding qubits in high-spin atomic nuclei, which are finite-dimensional systems that can host hardware-efficient versions of continuous-variable codes. Here we demonstrate the creation and manipulation of Schrödinger cat states using the spin-7/2 nucleus of an antimony atom embedded in a silicon nanoelectronic device. We use a multi-frequency control scheme to produce spin rotations that preserve the symmetry of the qudit, and we constitute logical Pauli operations for qubits encoded in the Schrödinger cat states. Our work demonstrates the ability to prepare and control non-classical resource states, which is a prerequisite for applications in quantum information processing and quantum error correction, using our scalable, manufacturable semiconductor platform. … more",high-dimensional quantum systems are a valuable resource for quantum information processing they can be used to encode error-correctable logical qubits which has been demonstrated using continuous-variable states in microwave cavities or the motional modes of trapped ions for example high-dimensional systems can be used to realize schr dinger cat states which are superpositions of widely displaced coherent states that can be used to illustrate quantum effects at large scales recent proposals have suggested encoding qubits in high-spin atomic nuclei which are finite-dimensional systems that can host hardware-efficient versions of continuous-variable codes here we demonstrate the creation and manipulation of schr dinger cat states using the spin-7 2 nucleus of an antimony atom embedded in a silicon nanoelectronic device we use a multi-frequency control scheme to produce spin rotations that preserve the symmetry of the qudit and we constitute logical pauli operations for qubits encoded in the schr dinger cat states our work demonstrates the ability to prepare and control non-classical resource states which is a prerequisite for applications in quantum information processing and quantum error correction using our scalable manufacturable semiconductor platform more,,,,,no,high-dimensional quantum systems are a valuable resource for quantum information processing they can be used to encode error-correctable logical qubits which has been demonstrated using continuous-variable states in microwave cavities or the motional modes of trapped ions for example high-dimensional systems can be used to realize schr dinger cat states which are superpositions of widely displaced coherent states that can be used to illustrate quantum effects at large scales recent proposals have suggested encoding qubits in high-spin atomic nuclei which are finite-dimensional systems that can host hardware-efficient versions of continuous-variable codes here we demonstrate the creation and manipulation of schr dinger cat states using the spin-7 2 nucleus of an antimony atom embedded in a silicon nanoelectronic device we use a multi-frequency control scheme to produce spin rotations that preserve the symmetry of the qudit and we constitute logical pauli operations for qubits encoded in the schr dinger cat states our work demonstrates the ability to prepare and control non-classical resource states which is a prerequisite for applications in quantum information processing and quantum error correction using our scalable manufacturable semiconductor platform more,"High-dimensional quantum systems are a valuable resource for quantum information processing. They can be used to encode error-correctable logical qubits, which has been demonstrated using continuous-variable states in microwave cavities or the motional modes of trapped ions. For example, high-dimensional systems can be used to realize ‘Schrödinger cat’ states, which are superpositions of widely displaced coherent states that can be used to illustrate quantum effects at large scales. Recent proposals have suggested encoding qubits in high-spin atomic nuclei, which are finite-dimensional systems that can host hardware-efficient versions of continuous-variable codes. Here we demonstrate the creation and manipulation of Schrödinger cat states using the spin-7/2 nucleus of an antimony atom embedded in a silicon nanoelectronic device. We use a multi-frequency control scheme to produce spin rotations that preserve the symmetry of the qudit, and we constitute logical Pauli operations for qubits encoded in the Schrödinger cat states. Our work demonstrates the ability to prepare and control non-classical resource states, which is a prerequisite for applications in quantum information processing and quantum error correction, using our scalable, manufacturable semiconductor platform. … more",High Dimensional Quantum Systems Are A Valuable Resource For Quantum Information Processing They Can Be Used To Encode Error Correctable Logical Qubits Which Has Been Demonstrated Using Continuous Variable States In Microwave Cavities Or The Motional Modes Of Trapped Ions For Example High Dimensional Systems Can Be Used To Realize Schr Dinger Cat States Which Are Superpositions Of Widely Displaced Coherent States That Can Be Used To Illustrate Quantum Effects At Large Scales Recent Proposals Have Suggested Encoding Qubits In High Spin Atomic Nuclei Which Are Finite Dimensional Systems That Can Host Hardware Efficient Versions Of Continuous Variable Codes Here We Demonstrate The Creation And Manipulation Of Schr Dinger Cat States Using The Spin 7 2 Nucleus Of An Antimony Atom Embedded In A Silicon Nanoelectronic Device We Use A Multi Frequency Control Scheme To Produce Spin Rotations That Preserve The Symmetry Of The Qudit And We Constitute Logical Pauli Operations For Qubits Encoded In The Schr Dinger Cat States Our Work Demonstrates The Ability To Prepare And Control Non Classical Resource States Which Is A Prerequisite For Applications In Quantum Information Processing And Quantum Error Correction Using Our Scalable Manufacturable Semiconductor Platform,0.9,0.9,
Barry Sanders,3d67002f-ea42-477e-9764-d79d06acc9be,Quantum Computation,quantum computation,,,,,no,quantum computation,Quantum Computation,Quantum Computation,0.9,0.9,
Barry Sanders,3d67002f-ea42-477e-9764-d79d06acc9be,"This chapter summarizes quantum computation, including the motivation for introducing quantum resources into computation and how quantum computation is done. Furthermore, this chapterarticulates advantages and limitations of quantum computation, both fundamental and practical. Finally, this chapter expands on the underlying concepts for building quantum computers. … more",this chapter summarizes quantum computation including the motivation for introducing quantum resources into computation and how quantum computation is done furthermore this chapterarticulates advantages and limitations of quantum computation both fundamental and practical finally this chapter expands on the underlying concepts for building quantum computers more,,,,,no,this chapter summarizes quantum computation including the motivation for introducing quantum resources into computation and how quantum computation is done furthermore this chapterarticulates advantages and limitations of quantum computation both fundamental and practical finally this chapter expands on the underlying concepts for building quantum computers more,"This chapter summarizes quantum computation, including the motivation for introducing quantum resources into computation and how quantum computation is done. Furthermore, this chapterarticulates advantages and limitations of quantum computation, both fundamental and practical. Finally, this chapter expands on the underlying concepts for building quantum computers. … more",Chapter Summarizes Quantum Computation Including The Motivation For Introducing Quantum Resources Into Computation And How Quantum Computation Is Done Furthermore This Chapterarticulates Advantages And Limitations Of Quantum Computation Both Fundamental And Practical Finally This Chapter Expands On The Underlying Concepts For Building Quantum Computers,0.9,0.9,
Barry Sanders,3d67002f-ea42-477e-9764-d79d06acc9be,Erasure conversion in Majorana qubits via local quasiparticle detection,erasure conversion in majorana qubits via local quasiparticle detection,,,,,no,erasure conversion in majorana qubits via local quasiparticle detection,Erasure conversion in Majorana qubits via local quasiparticle detection,Erasure Conversion In Majorana Qubits Via Local Quasiparticle Detection,0.9,0.9,
Barry Sanders,3d67002f-ea42-477e-9764-d79d06acc9be,"Quasiparticle poisoning errors in Majorana-based qubits are not suppressed by the underlying topological properties, which undermines the usefulness of this proposed platform. This work tackles the errors originating from intrinsically excited quasiparticles by developing an erasure conversion scheme based on local quasiparticle detection. To model such measurements, we begin by constructing the quasiparticle position operator for the Kitaev chain. A measurement probe coupling to this operator is shown to allow projective measurements in the Wannier quasiparticle basis. Detection of quasiparticles in a region of width d adjacent to each Majorana zero-energy mode allows implementation of an error-detecting Majorana stabilizer code Cd based on microscopic fermionic (nontopological) physical degrees of freedom. The implementation of Cd converts a large fraction of Pauli errors to erasure errors, thus achieving “erasure conversion” in Majorana qubits. We show that the fraction of Pauli errors escaping conversion to erasure errors is exponentially small in d, a result tied to the exponential localization of Wannier functions which we prove rigorously. The suppression in Pauli error rate comes at the cost of the erasure rate increasing sublinearly with d, but this can be readily compensated for by a suitable outer code, with the net effect being a higher threshold rate of quasiparticle poisoning. The framework developed here serves as a basis for understanding how realistic measurements, such as conductance measurements, could be utilized for achieving fault tolerance in these systems. … more",quasiparticle poisoning errors in majorana-based qubits are not suppressed by the underlying topological properties which undermines the usefulness of this proposed platform this work tackles the errors originating from intrinsically excited quasiparticles by developing an erasure conversion scheme based on local quasiparticle detection to model such measurements we begin by constructing the quasiparticle position operator for the kitaev chain a measurement probe coupling to this operator is shown to allow projective measurements in the wannier quasiparticle basis detection of quasiparticles in a region of width d adjacent to each majorana zero-energy mode allows implementation of an error-detecting majorana stabilizer code cd based on microscopic fermionic nontopological physical degrees of freedom the implementation of cd converts a large fraction of pauli errors to erasure errors thus achieving erasure conversion in majorana qubits we show that the fraction of pauli errors escaping conversion to erasure errors is exponentially small in d a result tied to the exponential localization of wannier functions which we prove rigorously the suppression in pauli error rate comes at the cost of the erasure rate increasing sublinearly with d but this can be readily compensated for by a suitable outer code with the net effect being a higher threshold rate of quasiparticle poisoning the framework developed here serves as a basis for understanding how realistic measurements such as conductance measurements could be utilized for achieving fault tolerance in these systems more,,,,,no,quasiparticle poisoning errors in majorana-based qubits are not suppressed by the underlying topological properties which undermines the usefulness of this proposed platform this work tackles the errors originating from intrinsically excited quasiparticles by developing an erasure conversion scheme based on local quasiparticle detection to model such measurements we begin by constructing the quasiparticle position operator for the kitaev chain a measurement probe coupling to this operator is shown to allow projective measurements in the wannier quasiparticle basis detection of quasiparticles in a region of width d adjacent to each majorana zero-energy mode allows implementation of an error-detecting majorana stabilizer code cd based on microscopic fermionic nontopological physical degrees of freedom the implementation of cd converts a large fraction of pauli errors to erasure errors thus achieving erasure conversion in majorana qubits we show that the fraction of pauli errors escaping conversion to erasure errors is exponentially small in d a result tied to the exponential localization of wannier functions which we prove rigorously the suppression in pauli error rate comes at the cost of the erasure rate increasing sublinearly with d but this can be readily compensated for by a suitable outer code with the net effect being a higher threshold rate of quasiparticle poisoning the framework developed here serves as a basis for understanding how realistic measurements such as conductance measurements could be utilized for achieving fault tolerance in these systems more,"Quasiparticle poisoning errors in Majorana-based qubits are not suppressed by the underlying topological properties, which undermines the usefulness of this proposed platform. This work tackles the errors originating from intrinsically excited quasiparticles by developing an erasure conversion scheme based on local quasiparticle detection. To model such measurements, we begin by constructing the quasiparticle position operator for the Kitaev chain. A measurement probe coupling to this operator is shown to allow projective measurements in the Wannier quasiparticle basis. Detection of quasiparticles in a region of width d adjacent to each Majorana zero-energy mode allows implementation of an error-detecting Majorana stabilizer code Cd based on microscopic fermionic (nontopological) physical degrees of freedom. The implementation of Cd converts a large fraction of Pauli errors to erasure errors, thus achieving “erasure conversion” in Majorana qubits. We show that the fraction of Pauli errors escaping conversion to erasure errors is exponentially small in d, a result tied to the exponential localization of Wannier functions which we prove rigorously. The suppression in Pauli error rate comes at the cost of the erasure rate increasing sublinearly with d, but this can be readily compensated for by a suitable outer code, with the net effect being a higher threshold rate of quasiparticle poisoning. The framework developed here serves as a basis for understanding how realistic measurements, such as conductance measurements, could be utilized for achieving fault tolerance in these systems. … more",Quasiparticle Poisoning Errors In Majorana Based Qubits Are Not Suppressed By The Underlying Topological Properties Which Undermines The Usefulness Of This Proposed Platform This Work Tackles The Errors Originating From Intrinsically Excited Quasiparticles By Developing An Erasure Conversion Scheme Based On Local Quasiparticle Detection To Model Such Measurements We Begin By Constructing The Quasiparticle Position Operator For The Kitaev Chain A Measurement Probe Coupling To This Operator Is Shown To Allow Projective Measurements In The Wannier Quasiparticle Basis Detection Of Quasiparticles In A Region Of Width D Adjacent To Each Majorana Zero Energy Mode Allows Implementation Of An Error Detecting Majorana Stabilizer Code Cd Based On Microscopic Fermionic Nontopological Physical Degrees Of Freedom The Implementation Of Cd Converts A Large Fraction Of Pauli Errors To Erasure Errors Thus Achieving Erasure Conversion In Majorana Qubits We Show That The Fraction Of Pauli Errors Escaping Conversion To Erasure Errors Is Exponentially Small In D A Result Tied To The Exponential Localization Of Wannier Functions Which We Prove Rigorously The Suppression In Pauli Error Rate Comes At The Cost Of The Erasure Rate Increasing Sublinearly With D But This Can Be Readily Compensated For By A Suitable Outer Code With The Net Effect Being A Higher Threshold Rate Of Quasiparticle Poisoning The Framework Developed Here Serves As A Basis For Understanding How Realistic Measurements Such As Conductance Measurements Could Be Utilized For Achieving Fault Tolerance In These Systems,0.9,0.9,
Barry Sanders,3d67002f-ea42-477e-9764-d79d06acc9be,Quadratic quantum speedup for perceptron training,quadratic quantum speedup for perceptron training,,,,,no,quadratic quantum speedup for perceptron training,Quadratic quantum speedup for perceptron training,Quadratic Quantum Speedup For Perceptron Training,0.9,0.9,
